32,B 3,7137,0,0,1,0,0,0,0,0,0,0,0,1,1
33,B 3,6305,0,0,1,0,0,0,0,0,0,0,0,1,1
37,R 2,7663,0,0,0,0,0,0,3,1,0,0,0,1,1
38,R 2,6619,0,0,0,0,0,0,3,1,0,0,0,1,1
39,R 2,7802,1,0,0,0,0,0,1,1,0,0,0,1,1
40,R 2,1323,0,0,0,0,2,0,1,1,5,4,0,1,1
41,R 2,2839,1,0,0,0,1,0,4,1,5,4,0,0,2
43,R 1,4904,1,0,1,0,0,0,1,1,1,1,0,1,1
44,R 2,5458,1,0,1,0,1,0,2,1,2,1,0,0,2
45,R 2,6358,0,0,1,0,1,0,4,0,2,1,0,1,1
46,R 2,3859,0,0,0,0,0,0,0,0,1,0,0,1,1
47,R 2,5496,0,1,0,0,0,0,0,1,1,0,0,1,1
48,R 2,3598,1,1,0,0,0,0,0,1,1,0,0,0,2
49,R 2,4135,0,1,1,0,0,0,0,1,1,1,0,0,3
50,R 2,2367,0,1,1,0,0,0,0,1,1,1,0,0,1
51,R 2,6358,1,1,1,0,0,0,4,1,2,1,0,1,1
52,R 2,1056,1,1,1,0,0,0,4,1,2,1,0,0,1
53,R 2,3482,0,1,1,0,0,0,4,1,2,1,0,0,1
54,R 2,6918,1,1,1,0,0,0,2,1,2,1,0,0,2
55,R 2,3669,1,1,1,0,0,0,3,1,2,0,0,1,1
56,R 2,6474,0,1,1,0,0,0,2,2,2,0,0,0,2
58,R 2,6305,0,1,1,0,0,0,2,2,2,0,0,1,1
59,R 2,3859,0,1,1,0,0,0,3,1,2,0,0,0,1
60,R 2,100,0,1,1,0,0,0,3,1,2,0,0,0,2
61,R 2,3250,0,1,1,0,0,0,3,1,2,0,0,1,1
63,R 0,7229,0,1,1,0,0,0,5,1,2,0,0,1,1
64,R 0,6657,1,1,1,0,0,0,5,1,2,0,0,0,1
63,R 0,6657,0,0,0,0,0,0,0,0,0,0,0,0,1
63,R 0,100,0,0,0,0,0,0,0,0,0,0,0,0,1
68,R 0,5871,0,0,0,0,0,0,0,1,0,1,0,0,2
69,R 0,3189,0,0,0,0,0,0,3,0,0,1,0,0,1
70,R 0,6238,1,0,0,0,0,0,3,0,0,1,0,1,1
70,R 0,100,1,0,0,0,0,0,3,0,0,1,0,1,1
71,R 0,4135,1,0,0,0,0,0,3,0,3,1,0,1,1
73,R 0,6657,1,0,0,0,0,0,4,0,3,1,0,0,1
74,R 0,2551,1,1,0,0,0,0,0,1,3,2,0,0,1
75,R 0,4698,1,1,0,0,1,0,2,1,1,2,0,0,1
76,R 0,6474,0,1,0,0,1,0,4,1,1,1,0,0,2
77,R 0,3880,1,1,1,0,1,0,4,2,1,1,0,0,1
78,R 0,4698,1,1,1,0,1,0,4,2,1,1,0,1,1
78,R 0,1323,1,1,1,0,2,0,1,2,5,4,0,0,3
79,R 0,6305,0,1,1,0,2,0,1,2,5,0,0,0,1
81,R 0,6174,0,1,0,0,2,0,6,2,5,0,0,0,1
82,R 0,2141,1,1,0,0,2,0,2,2,5,0,0,0,1
83,R 0,3598,0,1,0,0,2,0,2,2,5,0,0,0,2
84,R 0,5274,1,1,0,0,2,0,8,2,5,0,0,0,1
85,R 0,4698,0,1,1,0,2,0,4,1,5,0,0,0,1
86,R 0,6981,1,1,1,0,2,0,2,1,5,0,0,0,1
87,R 0,5480,1,1,1,0,2,0,2,1,5,0,0,0,1
